data,produto,categoria,regiao,vendedor,vendas,quantidade,custo,lucro
2025-12-12,monitor,periféricos,leste,David,7132,22,6837.129990882042,294.87000911795803
2025-09-30,notebook,eletrônicos,sul,David,8763,16,2175.6091260977573,6587.390873902243
2023-01-05,notebook,eletrônicos,norte,David,5749,29,4194.454689738651,1554.5453102613492
2025-02-12,monitor,eletrônicos,leste,carlos,3800,2,3648.249389411242,151.7506105887578
2025-05-26,mouse,periféricos,sul,Bob,9474,8,172.22760406452204,9301.772395935477
2025-09-18,ssd,eletrônicos,oeste,carlos,10044,6,4489.952173674662,5554.047826325338
2025-06-02,headset,eletrônicos,leste,elena,3770,16,5319.272647237705,-1549.2726472377053
2023-02-16,teclado,periféricos,norte,paulo,3340,23,4767.9620829990345,-1427.9620829990345
2025-05-16,notebook,periféricos,oeste,elena,8939,11,5911.336798364699,3027.6632016353014
2025-04-02,teclado,eletrônicos,sul,paulo,541,17,4605.00906534837,-4064.0090653483703
2025-07-24,headset,periféricos,sul,diana,1225,23,608.6620184179948,616.3379815820052
2024-10-17,teclado,eletrônicos,leste,Charlie,2800,19,1002.2485507509145,1797.7514492490855
2023-09-26,headset,periféricos,leste,carlos,2534,11,4804.078654148103,-2270.078654148103
2024-01-05,monitor,eletrônicos,leste,carlos,959,28,2257.83520043123,-1298.83520043123
2024-09-27,mouse,eletrônicos,sul,Alice,8197,8,710.7894219553455,7486.2105780446545
2024-10-18,notebook,eletrônicos,oeste,paulo,11651,22,3482.4537281124904,8168.54627188751
2023-04-30,headset,eletrônicos,sul,Alice,5651,4,4470.23497682255,1180.7650231774496
2025-04-10,teclado,periféricos,norte,Alice,7045,11,2683.6682277288837,4361.331772271116
2025-12-17,notebook,periféricos,sul,carlos,1309,8,5785.834921628161,-4476.834921628161
2025-01-10,mouse,periféricos,norte,Bob,7724,9,5178.663216161857,2545.3367838381428
2023-04-27,monitor,periféricos,oeste,Charlie,1681,26,2715.9214198460418,-1034.9214198460418
2025-03-01,notebook,eletrônicos,leste,Charlie,5631,2,6058.5904289558,-427.59042895580023
2025-10-09,headset,eletrônicos,leste,elena,7698,16,5217.66473686164,2480.3352631383596
2025-12-17,mouse,periféricos,sul,paulo,5126,6,5128.567399445785,-2.5673994457847584
2024-09-25,teclado,periféricos,leste,diana,5845,21,4463.147390233579,1381.8526097664208
2024-05-27,mouse,periféricos,oeste,paulo,11024,21,170.20617126133814,10853.793828738662
2025-03-12,mouse,periféricos,leste,Bob,8595,26,5596.336893136961,2998.6631068630386
2024-07-13,ssd,periféricos,sul,Bob,3698,27,3058.250985584519,639.7490144154808
2024-05-02,mouse,eletrônicos,oeste,Charlie,11527,19,7545.468904456552,3981.531095543448
2025-06-15,mouse,eletrônicos,norte,David,6313,28,6558.439386931466,-245.4393869314663
2024-12-04,notebook,eletrônicos,sul,Alice,6821,8,4734.540198687992,2086.4598013120076
2024-08-03,teclado,periféricos,norte,Alice,5414,14,2077.281296008614,3336.718703991386
2025-02-28,notebook,periféricos,oeste,Charlie,1381,24,1693.4417547591192,-312.44175475911925
2025-05-10,notebook,periféricos,sul,paulo,2573,16,2775.847914406189,-202.84791440618892
2023-09-04,headset,periféricos,sul,Bob,11917,12,3854.4181131537466,8062.581886846254
2023-06-03,notebook,eletrônicos,oeste,paulo,8221,5,2424.838839508461,5796.161160491539
2025-09-23,ssd,eletrônicos,leste,diana,4411,24,4158.241603508464,252.75839649153568
2024-11-27,ssd,periféricos,sul,David,9915,26,1389.7337700644325,8525.266229935567
2025-12-28,headset,eletrônicos,sul,Charlie,3058,24,7823.4854775779595,-4765.4854775779595
2025-12-06,monitor,eletrônicos,norte,Alice,4862,19,934.7624753227515,3927.2375246772485
2025-10-05,teclado,periféricos,leste,carlos,6905,18,7460.997586062626,-555.9975860626264
2023-04-04,teclado,periféricos,norte,paulo,9967,9,7315.537850309343,2651.4621496906566
2025-08-15,notebook,periféricos,norte,Bob,4033,2,4240.855016010424,-207.85501601042415
2025-10-08,notebook,periféricos,leste,carlos,3665,25,5821.289352941788,-2156.289352941788
2024-03-28,monitor,periféricos,leste,diana,3553,20,3533.5025199428956,19.49748005710444
2025-06-30,notebook,periféricos,oeste,Charlie,4748,12,5069.873854136111,-321.8738541361108
2023-08-06,teclado,eletrônicos,leste,paulo,5158,29,2777.36142437526,2380.63857562474
2024-04-18,mouse,eletrônicos,sul,Alice,6372,2,2465.1794367007274,3906.8205632992726
2024-03-07,ssd,periféricos,leste,paulo,10300,10,4659.579906462549,5640.420093537451
2023-12-07,mouse,eletrônicos,oeste,David,4159,1,4025.1870195371243,133.81298046287566
2024-07-04,mouse,periféricos,oeste,elena,2885,4,4669.92804366785,-1784.92804366785
2023-12-23,teclado,periféricos,oeste,carlos,4641,25,2350.351803793222,2290.648196206778
2023-01-23,mouse,periféricos,leste,David,11516,12,2986.3060279906026,8529.693972009398
2024-06-05,monitor,periféricos,leste,diana,8743,9,744.4718481809617,7998.528151819039
2025-03-12,headset,eletrônicos,norte,Alice,1124,4,494.02886839586927,629.9711316041307
2025-01-31,notebook,periféricos,norte,carlos,373,9,2087.380467010289,-1714.380467010289
2024-03-17,headset,eletrônicos,sul,diana,4763,28,668.0351258979224,4094.9648741020774
2025-02-07,ssd,periféricos,norte,David,6927,6,901.8956923871464,6025.1043076128535
2025-10-12,notebook,periféricos,sul,David,8577,1,6518.392970719981,2058.6070292800187
2024-05-30,mouse,periféricos,oeste,elena,11840,10,387.8796803721793,11452.12031962782
2025-11-05,ssd,eletrônicos,norte,carlos,4361,29,5298.826927963162,-937.8269279631622
2025-03-02,notebook,periféricos,leste,Alice,11576,14,2238.657370617972,9337.342629382028
2023-12-02,monitor,periféricos,norte,David,375,22,6982.641791208362,-6607.641791208362
2023-09-15,monitor,periféricos,sul,Charlie,10619,25,3921.138893853796,6697.861106146203
2024-05-11,monitor,eletrônicos,norte,elena,8333,29,2500.16555787638,5832.83444212362
2025-06-14,monitor,eletrônicos,oeste,diana,4427,18,4179.700370660322,247.29962933967818
2023-06-09,mouse,eletrônicos,leste,carlos,1491,6,3105.107510838529,-1614.107510838529
2025-05-01,headset,periféricos,sul,Bob,4186,18,4549.264432185055,-363.26443218505483
2024-11-20,notebook,eletrônicos,leste,Bob,8551,20,987.100317144678,7563.899682855322
2024-01-15,mouse,periféricos,leste,Alice,3877,16,7976.164782275405,-4099.164782275405
2025-08-14,monitor,eletrônicos,sul,Charlie,4078,15,3450.402551358003,627.5974486419968
2024-11-21,headset,eletrônicos,leste,David,2953,16,2837.98666648236,115.01333351764015
2025-12-02,ssd,periféricos,leste,Bob,9451,8,5704.861998664818,3746.138001335182
2023-10-12,ssd,eletrônicos,norte,Alice,6708,13,2962.0832994430334,3745.9167005569666
2024-02-01,ssd,periféricos,leste,diana,10368,23,6679.532495827761,3688.4675041722394
2023-01-12,monitor,periféricos,leste,elena,543,11,3677.824136934568,-3134.824136934568
2024-05-13,ssd,eletrônicos,leste,Charlie,6989,28,5778.902633062245,1210.0973669377554
2025-01-23,teclado,periféricos,leste,Charlie,9185,29,931.0294742197415,8253.970525780258
2023-02-04,notebook,periféricos,sul,paulo,9866,25,6781.263949596485,3084.736050403515
2024-12-27,notebook,eletrônicos,oeste,Alice,8945,7,5906.88645528263,3038.11354471737
2025-04-28,monitor,eletrônicos,norte,Alice,731,17,1756.7968854187682,-1025.7968854187682
2023-03-31,teclado,periféricos,leste,paulo,10281,18,1230.6651971866302,9050.33480281337
2025-02-14,mouse,eletrônicos,leste,elena,282,22,2585.035401906945,-2303.035401906945
2024-08-27,mouse,periféricos,sul,David,2988,23,7810.479041372682,-4822.479041372682
2025-08-27,ssd,periféricos,oeste,Alice,3535,19,2114.1060705711043,1420.8939294288957
2025-10-18,headset,eletrônicos,leste,paulo,3920,25,3692.5274948573356,227.47250514266443
2024-02-22,mouse,eletrônicos,sul,David,2418,13,317.7601876813036,2100.2398123186963
2023-04-25,headset,eletrônicos,norte,elena,1125,15,3226.0420341645618,-2101.0420341645618
2024-09-08,notebook,eletrônicos,norte,David,7755,23,4604.854522230174,3150.1454777698264
2025-04-05,headset,periféricos,leste,carlos,7363,22,7628.746931063083,-265.74693106308314
2024-02-17,notebook,periféricos,leste,Charlie,10155,29,4172.549475925311,5982.450524074689
2024-12-29,teclado,eletrônicos,oeste,diana,11605,22,6567.330023327288,5037.669976672712
2025-10-17,teclado,eletrônicos,oeste,Charlie,9885,1,4413.250929145693,5471.749070854307
2025-01-30,monitor,periféricos,leste,Charlie,2985,29,403.0173064093034,2581.9826935906967
2024-11-06,monitor,periféricos,sul,carlos,2888,16,2574.8655395030105,313.1344604969895
2024-04-01,ssd,periféricos,oeste,David,9699,5,4638.352102022338,5060.647897977662
2025-07-08,mouse,periféricos,leste,David,4284,26,7608.704210174505,-3324.7042101745046
2023-07-11,ssd,eletrônicos,oeste,Alice,9658,3,6884.3124492297675,2773.6875507702325
2025-01-08,notebook,periféricos,leste,carlos,6983,23,1888.5764642964734,5094.423535703527
2025-09-04,ssd,periféricos,norte,Alice,8503,10,1823.269853751775,6679.730146248225
2025-10-05,headset,eletrônicos,leste,carlos,2059,19,1673.289899542094,385.71010045790604
2023-04-06,notebook,periféricos,norte,Alice,9469,5,7386.191258715825,2082.808741284175
2024-10-24,monitor,periféricos,oeste,Bob,10000,7,6833.115932565628,3166.884067434372
2023-02-06,teclado,eletrônicos,leste,paulo,11467,14,6217.0767834433545,5249.9232165566455
2023-10-06,monitor,eletrônicos,oeste,Charlie,2113,3,3190.4621046558823,-1077.4621046558823
2023-08-05,mouse,eletrônicos,norte,Charlie,5303,13,4074.695178046233,1228.3048219537668
2025-05-16,notebook,periféricos,leste,elena,10631,13,3757.5074187776104,6873.49258122239
2025-05-22,notebook,periféricos,oeste,diana,1116,10,2086.9130118702315,-970.9130118702315
2023-03-03,headset,eletrônicos,norte,paulo,1039,2,4079.822125498234,-3040.822125498234
2024-08-18,mouse,eletrônicos,oeste,David,3211,6,321.53265899381535,2889.4673410061846
2024-12-29,teclado,periféricos,sul,diana,6611,8,1123.9381580998765,5487.061841900124
2024-02-01,notebook,eletrônicos,norte,Bob,6316,4,7101.789601658055,-785.7896016580553
2024-11-29,notebook,eletrônicos,norte,elena,11971,25,6033.303754888872,5937.696245111128
2025-11-08,headset,eletrônicos,norte,diana,7117,12,3429.1177997479695,3687.8822002520305
2023-06-26,ssd,periféricos,leste,elena,11531,28,4175.830869288307,7355.169130711693
2024-01-31,teclado,periféricos,leste,Charlie,11090,15,3010.391176803021,8079.608823196979
2024-03-20,monitor,periféricos,leste,David,10008,8,5946.976547912526,4061.0234520874737
2023-03-17,mouse,periféricos,sul,Bob,11408,7,6290.7624595180705,5117.2375404819295
2023-09-22,notebook,periféricos,sul,Charlie,8251,14,6125.21870640902,2125.7812935909797
2024-03-30,notebook,periféricos,norte,paulo,7529,23,5803.08486068884,1725.9151393111597
2024-12-18,monitor,eletrônicos,sul,Alice,9783,19,1699.674362446943,8083.325637553057
2025-01-04,teclado,periféricos,oeste,carlos,7430,14,2756.722235584592,4673.2777644154085
2025-04-30,ssd,periféricos,norte,Bob,1217,22,3801.1758450707052,-2584.1758450707052
2023-05-24,notebook,eletrônicos,norte,David,4373,13,2699.8804921070323,1673.1195078929677
2025-06-03,teclado,periféricos,oeste,elena,11265,29,6059.126385253965,5205.873614746035
2025-12-28,monitor,periféricos,norte,diana,9168,21,2688.4799120596413,6479.520087940358
2024-01-31,headset,eletrônicos,sul,paulo,4757,1,1174.7981273398702,3582.20187266013
2025-11-14,ssd,eletrônicos,leste,diana,4135,27,3240.4003802225684,894.5996197774316
2025-08-05,mouse,eletrônicos,oeste,Bob,10434,19,7840.922307636452,2593.0776923635476
2025-06-09,notebook,periféricos,sul,paulo,3329,29,1868.9807904339211,1460.0192095660789
2024-07-22,teclado,eletrônicos,oeste,David,4688,28,4928.2965788303745,-240.29657883037453
2025-11-28,headset,periféricos,oeste,Bob,2512,1,3509.146554730474,-997.1465547304738
2023-04-19,mouse,periféricos,norte,David,2374,4,642.514575782667,1731.485424217333
2025-12-01,teclado,periféricos,norte,diana,6521,10,3943.982719504631,2577.017280495369
2025-07-23,teclado,periféricos,sul,Charlie,1876,3,5641.1414828946345,-3765.1414828946345
2024-02-02,mouse,eletrônicos,oeste,paulo,10348,27,4144.702208556324,6203.297791443676
2024-09-25,headset,eletrônicos,norte,Alice,5941,20,6987.080024872922,-1046.080024872922
2025-01-02,monitor,periféricos,norte,Charlie,8223,9,2368.3811719280548,5854.618828071945
2023-08-23,headset,eletrônicos,oeste,Alice,8608,3,763.0934367274021,7844.906563272598
2024-10-19,ssd,periféricos,sul,diana,7163,28,7497.599644331409,-334.59964433140885
2025-01-20,notebook,periféricos,sul,elena,987,6,3075.3150882634945,-2088.3150882634945
2024-08-10,mouse,periféricos,oeste,paulo,4734,6,4645.131967512776,88.8680324872239
2025-10-29,monitor,eletrônicos,sul,Charlie,836,23,6352.664758951152,-5516.664758951152
2025-08-11,mouse,periféricos,norte,Charlie,11703,25,2648.564217894598,9054.435782105402
2024-05-06,mouse,periféricos,oeste,Bob,506,12,5752.02314236668,-5246.02314236668
2025-07-01,headset,eletrônicos,norte,carlos,9213,23,1152.517290557198,8060.482709442802
2023-06-19,notebook,eletrônicos,leste,diana,10315,1,2387.046477867602,7927.953522132399
2025-08-03,ssd,eletrônicos,leste,David,4797,16,1226.1082382012378,3570.891761798762
2025-03-05,teclado,eletrônicos,sul,diana,10152,24,6504.946022538754,3647.053977461246
2024-09-25,teclado,periféricos,leste,David,4568,5,1843.3819429961402,2724.6180570038596
2023-01-29,mouse,eletrônicos,norte,paulo,10983,9,5761.836158809266,5221.163841190734
2023-12-05,notebook,periféricos,leste,David,10570,10,7550.923306185568,3019.0766938144316
2024-05-14,monitor,eletrônicos,norte,elena,6792,13,4259.955895825506,2532.0441041744944
2024-05-25,headset,eletrônicos,sul,Alice,3541,15,4357.031202704647,-816.0312027046466
2023-08-05,notebook,eletrônicos,sul,David,10692,12,3731.3858593346713,6960.614140665329
2025-12-29,notebook,eletrônicos,norte,David,4507,5,2661.0499356776504,1845.9500643223496
2024-03-20,headset,eletrônicos,leste,Bob,5029,5,3847.1878449253436,1181.8121550746564
2025-05-25,mouse,eletrônicos,sul,Charlie,5469,28,4854.235655552735,614.7643444472651
2023-06-16,notebook,periféricos,oeste,diana,2889,28,7889.053251591622,-5000.053251591622
2023-04-01,teclado,eletrônicos,sul,diana,11072,18,7507.095309800336,3564.9046901996644
2024-12-14,headset,eletrônicos,leste,paulo,9660,12,6908.251429681524,2751.7485703184757
2023-02-08,monitor,eletrônicos,oeste,paulo,9877,27,7121.913842782478,2755.0861572175218
2023-06-22,ssd,eletrônicos,leste,elena,4934,3,3785.36553167298,1148.63446832702
2024-10-14,mouse,periféricos,norte,David,10785,26,5286.959071245521,5498.040928754479
2025-01-23,headset,eletrônicos,oeste,carlos,10114,25,7168.928445654816,2945.0715543451843
2025-12-17,ssd,eletrônicos,leste,diana,11551,7,3192.1700587315163,8358.829941268483
2024-04-20,ssd,eletrônicos,oeste,paulo,1027,17,7697.158828496113,-6670.158828496113
2024-03-31,monitor,eletrônicos,leste,David,3020,19,3373.0256115879292,-353.02561158792923
2025-04-08,notebook,periféricos,oeste,paulo,11542,28,4840.574709914268,6701.425290085732
2025-06-13,monitor,eletrônicos,leste,elena,11178,18,5701.653329117185,5476.346670882815
2025-10-21,notebook,periféricos,norte,Alice,442,1,7608.688743561432,-7166.688743561432
2024-01-22,notebook,eletrônicos,oeste,Alice,9993,25,2017.3608904939472,7975.639109506053
2023-12-14,headset,periféricos,oeste,paulo,8878,24,5989.357347650047,2888.642652349953
2023-07-09,headset,periféricos,oeste,Alice,2836,5,4204.859442261131,-1368.8594422611313
2024-05-19,mouse,eletrônicos,oeste,paulo,383,27,2206.9725537154773,-1823.9725537154773
2025-04-03,notebook,eletrônicos,norte,David,10994,28,6230.7261711874135,4763.2738288125865
2025-07-17,ssd,periféricos,oeste,Bob,2524,2,4453.6004589768645,-1929.6004589768645
2025-07-22,teclado,periféricos,sul,carlos,2422,1,5314.912659545433,-2892.9126595454327
2023-05-14,mouse,eletrônicos,norte,David,1116,7,2637.376463136976,-1521.3764631369759
2023-02-27,headset,periféricos,sul,Bob,1039,29,3891.6896984746318,-2852.6896984746318
2024-11-15,monitor,periféricos,oeste,Bob,4013,11,4969.445667825491,-956.445667825491
2024-11-02,mouse,periféricos,leste,diana,6304,11,3286.8936490171645,3017.1063509828355
2023-06-22,mouse,eletrônicos,sul,David,3550,18,1651.1105155937944,1898.8894844062056
2025-03-25,mouse,periféricos,oeste,David,8376,17,7696.1926991372075,679.8073008627925
2023-03-21,mouse,periféricos,sul,paulo,4692,2,4130.82291713753,561.1770828624703
2025-06-04,teclado,periféricos,oeste,Bob,3673,7,5892.6493326785885,-2219.6493326785885
2023-07-22,monitor,eletrônicos,oeste,Bob,1913,7,3335.4937729639805,-1422.4937729639805
2025-02-02,monitor,eletrônicos,oeste,Bob,3441,10,2892.6435710836736,548.3564289163264
2023-02-16,monitor,periféricos,leste,paulo,2638,22,3304.74124385963,-666.7412438596298
2024-10-17,notebook,eletrônicos,sul,diana,11042,21,3320.8374187823465,7721.1625812176535
2024-04-15,ssd,periféricos,norte,David,1708,3,4389.906518260273,-2681.9065182602726
2025-08-28,monitor,eletrônicos,norte,Bob,4840,12,4384.281370252396,455.7186297476037
2025-11-01,mouse,eletrônicos,norte,Alice,6271,3,4017.4582217923435,2253.5417782076565
2025-01-05,mouse,periféricos,norte,David,2426,11,1147.5034165461097,1278.4965834538903
2025-02-22,monitor,eletrônicos,oeste,paulo,4589,29,4008.9177897242066,580.0822102757934
2025-08-25,monitor,eletrônicos,sul,diana,1253,12,1419.3028913315597,-166.30289133155975
2023-12-24,mouse,eletrônicos,sul,Alice,7670,25,1078.9954274624602,6591.00457253754
2025-08-29,notebook,periféricos,leste,paulo,9761,4,7466.554081342048,2294.4459186579516
2024-10-29,headset,eletrônicos,sul,Charlie,5559,25,4871.204104129818,687.795895870182
2024-01-08,headset,eletrônicos,sul,David,9820,16,5303.161260346707,4516.838739653293
2025-10-28,monitor,periféricos,sul,Charlie,8019,20,3262.205869040241,4756.794130959759
2024-11-06,teclado,eletrônicos,leste,paulo,3106,18,7279.128663965725,-4173.128663965725
2023-03-31,monitor,eletrônicos,norte,paulo,7860,4,5132.40947747095,2727.59052252905
2024-11-28,monitor,eletrônicos,sul,paulo,6167,22,6171.825366626813,-4.825366626812865
2024-06-23,headset,eletrônicos,leste,Bob,9724,6,2999.0147546994936,6724.985245300506
2025-01-01,mouse,eletrônicos,leste,diana,10916,21,7683.294096087474,3232.705903912526
2025-05-18,monitor,periféricos,oeste,Bob,3534,15,6578.053418053855,-3044.0534180538552
2023-02-10,mouse,periféricos,leste,diana,9911,1,6843.271827075186,3067.7281729248143
2025-01-09,mouse,eletrônicos,norte,carlos,10236,3,1443.7785980119738,8792.221401988027
2024-05-16,teclado,eletrônicos,sul,Bob,10585,5,2226.0286063400586,8358.971393659942
2025-08-16,mouse,eletrônicos,leste,Charlie,10208,22,2342.1626694939305,7865.8373305060695
2025-07-17,headset,periféricos,norte,diana,178,17,2225.60104811522,-2047.6010481152198
2024-04-05,notebook,periféricos,leste,Bob,9047,14,6854.832643865961,2192.1673561340394
2025-01-01,notebook,eletrônicos,leste,David,9362,9,332.52757805204953,9029.47242194795
2025-01-21,ssd,eletrônicos,leste,paulo,10405,3,682.7119127277325,9722.288087272267
2025-07-13,monitor,periféricos,leste,diana,9788,26,2249.4057753888374,7538.594224611163
2025-06-27,headset,eletrônicos,leste,diana,7906,13,1662.9939592235937,6243.006040776407
2024-01-25,mouse,periféricos,norte,Bob,7098,3,1916.328141952159,5181.671858047841
2025-06-01,notebook,periféricos,sul,carlos,11329,11,6399.710058886136,4929.289941113864
2023-09-13,headset,eletrônicos,sul,Bob,5905,2,4539.9626236250115,1365.0373763749885
2024-12-09,notebook,periféricos,sul,elena,3752,24,125.70363744030651,3626.2963625596935
2024-03-25,mouse,eletrônicos,sul,Charlie,5212,15,3480.2363043772266,1731.7636956227734
2023-01-10,notebook,eletrônicos,norte,Charlie,8221,13,3310.4486206548427,4910.551379345157
2025-04-03,monitor,eletrônicos,oeste,diana,7394,19,982.4465340007847,6411.553465999215
2025-03-08,monitor,eletrônicos,oeste,diana,6522,22,5435.042965723541,1086.9570342764591
2025-05-26,ssd,eletrônicos,norte,Bob,7255,16,5640.609731965569,1614.3902680344308
2025-10-25,ssd,eletrônicos,norte,Charlie,11710,18,5789.474294892614,5920.525705107386
2025-10-12,notebook,periféricos,leste,Charlie,3731,7,5849.489888824049,-2118.4898888240486
2024-01-09,headset,periféricos,leste,carlos,2912,13,80.41838930379066,2831.5816106962093
2025-12-24,monitor,periféricos,leste,David,722,4,7635.052766466039,-6913.052766466039
2023-05-26,headset,periféricos,sul,carlos,7855,9,6528.533435072932,1326.4665649270682
2023-08-12,headset,eletrônicos,leste,elena,764,10,7239.535036987139,-6475.535036987139
2023-06-26,notebook,periféricos,oeste,Alice,4200,9,203.89489883487835,3996.1051011651216
2025-05-02,headset,periféricos,sul,paulo,475,7,7476.161662623056,-7001.161662623056
2023-03-04,monitor,periféricos,leste,carlos,3890,15,6493.525147209789,-2603.525147209789
2025-04-06,mouse,eletrônicos,sul,elena,508,28,6710.775612232893,-6202.775612232893
2025-03-05,ssd,periféricos,oeste,Bob,3927,8,818.8360869979906,3108.1639130020094
2024-11-19,mouse,eletrônicos,leste,David,6056,19,5931.121989035293,124.87801096470685
2023-04-15,headset,periféricos,oeste,Bob,10713,11,7682.540181965361,3030.4598180346393
2024-05-25,mouse,eletrônicos,oeste,paulo,1871,5,5454.094944031833,-3583.0949440318327
2024-01-20,monitor,eletrônicos,oeste,elena,1499,2,4598.846324626883,-3099.846324626883
2024-02-09,monitor,periféricos,leste,Alice,3846,10,7569.387047772056,-3723.3870477720557
2025-04-02,headset,eletrônicos,norte,David,4046,16,3588.0620041367333,457.9379958632667
2024-06-01,notebook,eletrônicos,leste,diana,4410,23,4826.405045178992,-416.4050451789917
2024-04-20,mouse,periféricos,oeste,Charlie,9938,13,3852.59928447538,6085.40071552462
2024-12-09,notebook,periféricos,leste,carlos,9969,8,7468.142073173569,2500.857926826431
2025-02-09,notebook,periféricos,oeste,elena,7091,9,682.5910359828175,6408.408964017182
2025-11-12,teclado,eletrônicos,norte,Bob,10844,11,4048.8680305367575,6795.131969463242
2025-09-23,headset,eletrônicos,sul,Alice,3958,11,5520.663335772671,-1562.6633357726714
2024-11-07,ssd,eletrônicos,norte,Charlie,5396,23,6351.899784304116,-955.8997843041161
2024-12-14,monitor,periféricos,norte,carlos,8534,26,4697.50768775756,3836.4923122424398
2023-03-24,monitor,eletrônicos,sul,Charlie,11016,16,7278.628533441915,3737.3714665580846
2024-04-01,headset,eletrônicos,leste,carlos,3995,10,7540.572259320264,-3545.5722593202636
2023-01-01,ssd,eletrônicos,sul,elena,2727,29,589.4082476931815,2137.5917523068183
2023-02-20,monitor,eletrônicos,leste,diana,241,24,3266.774673167685,-3025.774673167685
2024-11-15,headset,eletrônicos,leste,David,4384,12,265.79545203154316,4118.204547968457
2024-12-17,monitor,eletrônicos,oeste,elena,8822,25,2688.979926405588,6133.020073594413
2024-03-24,notebook,eletrônicos,oeste,Charlie,6742,6,4331.9962863271685,2410.0037136728315
2025-05-30,mouse,periféricos,sul,Charlie,11258,28,7293.495849638795,3964.5041503612047
2024-05-02,mouse,periféricos,norte,Charlie,8278,12,6784.710233925991,1493.289766074009
2023-02-03,monitor,periféricos,sul,David,1225,10,1089.797835242127,135.2021647578731
2023-04-05,teclado,eletrônicos,leste,Alice,2663,18,816.800567947894,1846.199432052106
2025-12-31,ssd,eletrônicos,oeste,carlos,8318,18,4746.997322952803,3571.002677047197
2023-06-03,ssd,periféricos,sul,elena,7011,4,4294.3743418735585,2716.6256581264415
2023-09-07,ssd,eletrônicos,sul,elena,9140,9,2189.710920125789,6950.289079874211
2024-11-04,notebook,periféricos,oeste,diana,754,7,7203.668429666375,-6449.668429666375
2024-03-13,ssd,eletrônicos,oeste,Charlie,3129,18,7424.741962935504,-4295.741962935504
2023-04-28,mouse,eletrônicos,oeste,paulo,7290,8,3268.6825916540884,4021.3174083459116
2025-02-09,notebook,periféricos,leste,elena,7215,11,7131.19625233908,83.80374766091973
2023-09-25,headset,periféricos,oeste,David,5066,7,3120.875242562743,1945.124757437257
2025-12-13,ssd,periféricos,norte,Alice,6950,9,5915.589308091226,1034.4106919087744
2023-08-24,ssd,periféricos,sul,elena,747,8,3849.4623629779753,-3102.4623629779753
2024-01-24,headset,periféricos,oeste,carlos,9874,3,1050.8585995368894,8823.141400463111
2025-09-16,ssd,eletrônicos,oeste,David,7470,17,7429.2388737972105,40.761126202789455
2025-02-01,headset,eletrônicos,leste,diana,8855,2,3676.44501955009,5178.55498044991
2024-02-05,notebook,eletrônicos,leste,diana,5772,15,5897.137359353437,-125.1373593534372
2024-09-15,mouse,periféricos,sul,carlos,2027,14,2988.0166102958337,-961.0166102958337
2025-02-05,headset,periféricos,norte,Charlie,1849,29,229.5365583237785,1619.4634416762215
2025-07-07,teclado,periféricos,sul,diana,9371,18,876.2004408393404,8494.79955916066
2025-05-02,headset,periféricos,oeste,Alice,5930,16,4010.058277560201,1919.941722439799
2024-07-31,ssd,periféricos,norte,David,866,20,5544.517708440791,-4678.517708440791
2023-03-16,notebook,periféricos,norte,elena,4236,22,2731.10378650789,1504.8962134921098
2024-03-10,monitor,eletrônicos,norte,Alice,815,4,5588.26859668699,-4773.26859668699
2023-04-13,notebook,eletrônicos,norte,Charlie,7996,25,5613.193868301092,2382.806131698908
2025-02-02,monitor,eletrônicos,sul,Alice,6761,20,5655.17238603642,1105.82761396358
2025-01-07,headset,eletrônicos,leste,Alice,10550,6,3980.773083842427,6569.226916157573
2025-03-16,mouse,eletrônicos,leste,Bob,1229,6,7325.898308962312,-6096.898308962312
2023-04-08,teclado,periféricos,oeste,Alice,8569,26,3954.4364224064752,4614.563577593524
2025-03-08,notebook,periféricos,leste,carlos,8490,11,3646.1003324933745,4843.8996675066255
2025-05-08,ssd,periféricos,leste,David,1219,26,1659.0960865641657,-440.0960865641657
2024-03-10,monitor,periféricos,leste,Bob,5413,17,2516.628291862185,2896.371708137815
2024-03-22,ssd,periféricos,leste,David,8101,24,415.2891807449625,7685.710819255038
2023-09-06,mouse,periféricos,oeste,David,1513,28,5097.599525440068,-3584.5995254400677
2023-06-15,monitor,eletrônicos,sul,Charlie,4658,3,2048.4030919025754,2609.5969080974246
2025-09-10,notebook,periféricos,norte,Charlie,1905,13,2488.9096155248835,-583.9096155248835
2025-10-16,headset,periféricos,leste,Bob,669,22,6184.851011581423,-5515.851011581423
2024-06-25,ssd,periféricos,sul,diana,5613,3,2671.5917706387145,2941.4082293612855
2025-01-28,mouse,periféricos,leste,paulo,11886,16,1998.191464744086,9887.808535255914
2023-03-22,notebook,eletrônicos,leste,Charlie,10664,15,1418.9373731389496,9245.06262686105
2023-05-13,notebook,eletrônicos,norte,paulo,7383,11,6216.878545281091,1166.1214547189093
2025-03-07,notebook,periféricos,norte,Charlie,1252,18,1107.273563281013,144.7264367189871
2025-06-18,notebook,eletrônicos,norte,Charlie,747,15,3673.7297811828,-2926.7297811828
2023-05-18,monitor,eletrônicos,leste,David,3423,5,4094.8865193313795,-671.8865193313795
2023-07-03,notebook,periféricos,leste,Bob,5931,16,5524.12810847086,406.87189152914016
2025-02-23,ssd,periféricos,leste,David,10947,16,5095.605180077324,5851.394819922676
2025-09-10,mouse,periféricos,norte,elena,6406,17,6500.9077297257845,-94.90772972578452
